rnaseq_profile_id,donor_id,organism,donor_age,genotype_driver,genotype_reporter,cell_reporter,cell_prep_sample_id,sampling_region,sample_id,sample_type,facs_well,facs_container,rna_amplification,rna_amplification_set,amplified_quantity_ng,library_prep,library_prep_set,library_prep_avg_size_bp,library_prep_quantification_fmol,tube_sent_for_sequencing,batch_sent_for_sequencing,rnaseq_profile_total_reads,rnaseq_profile_percent_reads_aligned_to_mrna,rnaseq_profile_percent_reads_aligned_to_ncrna,rnaseq_profile_percent_reads_aligned_to_genome_only,rnaseq_profile_percent_reads_aligned_to_synthetic_constructs,rnaseq_profile_percent_reads_aligned_to_ecoli,rnaseq_profile_percent_reads_not_aligned,fpkm>0_gene_count,fpkm>1_gene_count,fpkm>4_gene_count,fpkm>8_gene_count,fpkm>16_gene_count,fpkm>32_gene_count,fpkm>64_gene_count
531021218,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701544,cell,F2S4_160531_017_H01,F2S4_160531_017,A8S4_160606_03_H05,A8S4_160606_03,11.17293696,L8S4_160610_04_H05,L8S4_160610_04,549,123.2243317,LS-15329,RSC-027,2330102,75.3,3.04,8.2,0.272,0.0834,13.1046,10843,9494,8241,6998,5018,3106,1641
531021220,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701536,cell,F2S4_160531_017_G01,F2S4_160531_017,A8S4_160606_03_G05,A8S4_160606_03,8.629040115,L8S4_160610_04_G05,L8S4_160610_04,500,95.61594203,LS-15329,RSC-027,3053871,70.5,3.21,9.02,0.108,0.172,16.99,10251,8409,6920,5861,4362,2906,1831
531021222,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701528,cell,F2S4_160531_017_F01,F2S4_160531_017,A8S4_160606_03_F05,A8S4_160606_03,8.789054441,L8S4_160610_04_F05,L8S4_160610_04,467,100.0099872,LS-15329,RSC-027,2171883,72.1,3.32,8.25,0.146,0.141,16.043,10062,8479,7079,6027,4491,2971,1808
531021224,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701520,cell,F2S4_160531_017_E01,F2S4_160531_017,A8S4_160606_03_E05,A8S4_160606_03,8.075802292,L8S4_160610_04_E05,L8S4_160610_04,471,122.4244662,LS-15329,RSC-027,2237592,71.4,3.03,8.87,0.246,0.186,16.268,9855,8341,7123,6207,4692,3111,1834
531021226,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701512,cell,F2S4_160531_017_D01,F2S4_160531_017,A8S4_160606_03_D05,A8S4_160606_03,8.609484241,L8S4_160610_04_D05,L8S4_160610_04,485,53.28340328,LS-15329,RSC-027,1654688,65.4,3.52,9.68,0.128,0.128,21.144,9206,7965,6685,5751,4534,3039,1868
531021228,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701504,cell,F2S4_160531_017_C01,F2S4_160531_017,A8S4_160606_03_C05,A8S4_160606_03,12.99997135,L8S4_160610_04_C05,L8S4_160610_04,455,108.0713489,LS-15329,RSC-027,2189947,69.2,3.02,9.02,0.196,0.104,18.46,10439,8906,7384,6160,4453,2921,1771
531021230,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701496,cell,F2S4_160531_017_B01,F2S4_160531_017,A8S4_160606_03_B05,A8S4_160606_03,20.60707736,L8S4_160610_04_B05,L8S4_160610_04,488,131.4019471,LS-15329,RSC-027,2238310,77,3.07,6.38,0.154,0.0575,13.3385,11392,9758,7921,6258,4568,2975,1735
531021232,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701488,cell,F2S4_160531_017_A01,F2S4_160531_017,A8S4_160606_03_A05,A8S4_160606_03,16.38644699,L8S4_160610_04_A05,L8S4_160610_04,422,160.818519,LS-15329,RSC-027,2243893,75.5,2.78,7.07,0.174,0.0999,14.3761,11027,9383,7706,6173,4507,2965,1817
531021234,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701480,cell,F2S4_160531_016_H01,F2S4_160531_016,A8S4_160606_03_H04,A8S4_160606_03,4.092335244,L8S4_160610_04_H04,L8S4_160610_04,412,97.6026197,LS-15329,RSC-027,2458671,52.9,2.77,17.3,0.264,0.538,26.228,7387,6056,5048,4413,3614,2722,1716
531021236,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701472,cell,F2S4_160531_016_G01,F2S4_160531_016,A8S4_160606_03_G04,A8S4_160606_03,6.956389685,L8S4_160610_04_G04,L8S4_160610_04,431,118.773328,LS-15329,RSC-027,2208468,64,3.63,12.8,0.0648,0.255,19.2502,9648,8063,6689,5724,4532,2927,1812
531021238,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701464,cell,F2S4_160531_016_F01,F2S4_160531_016,A8S4_160606_03_F04,A8S4_160606_03,10.43600287,L8S4_160610_04_F04,L8S4_160610_04,492,104.9510749,LS-15329,RSC-027,2569140,64.6,3.41,12.8,0.048,0.144,18.998,10608,8856,7213,5990,4354,2863,1739
531021240,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701456,cell,F2S4_160531_016_E01,F2S4_160531_016,A8S4_160606_03_E04,A8S4_160606_03,9.559641834,L8S4_160610_04_E04,L8S4_160610_04,443,108.005276,LS-15329,RSC-027,805298,70.2,3.06,7.99,0.0409,0.13,18.5791,8843,7962,6499,5451,4009,2626,1614
531021242,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701448,cell,F2S4_160531_016_D01,F2S4_160531_016,A8S4_160606_03_D04,A8S4_160606_03,4.47773639,L8S4_160610_04_D04,L8S4_160610_04,447,83.29796359,LS-15329,RSC-027,2576306,62.6,4.05,12.7,0.0769,0.424,20.1491,8406,6795,5696,5040,4218,3103,1795
531021244,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701440,cell,F2S4_160531_016_C01,F2S4_160531_016,A8S4_160606_03_C04,A8S4_160606_03,7.472320917,L8S4_160610_04_C04,L8S4_160610_04,447,106.3987703,LS-15329,RSC-027,2340341,73.2,3.33,8.18,0.0855,0.23,14.9745,9174,7735,6623,5809,4572,3063,1878
531021246,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701432,cell,F2S4_160531_016_B01,F2S4_160531_016,A8S4_160606_03_B04,A8S4_160606_03,8.982249284,L8S4_160610_04_B04,L8S4_160610_04,438,119.9586093,LS-15329,RSC-027,3040053,67.7,3.23,11.1,0.0686,0.212,17.6894,10605,8698,7132,6037,4526,3024,1885
531021248,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701424,cell,F2S4_160531_016_A01,F2S4_160531_016,A8S4_160606_03_A04,A8S4_160606_03,5.919670487,L8S4_160610_04_A04,L8S4_160610_04,411,113.0673604,LS-15329,RSC-027,2690191,62.9,3.65,13.1,0.0782,0.351,19.9208,9214,7525,6289,5471,4370,2923,1816
531021250,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701416,cell,F2S4_160531_015_H01,F2S4_160531_015,A8S4_160606_03_H03,A8S4_160606_03,8.309441261,L8S4_160610_04_H03,L8S4_160610_04,461,106.0714092,LS-15329,RSC-027,2254634,68.2,3.03,11.3,0.292,0.191,16.987,9805,8254,6956,6064,4656,3103,1813
531021252,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701408,cell,F2S4_160531_015_G01,F2S4_160531_015,A8S4_160606_03_G03,A8S4_160606_03,7.507994269,L8S4_160610_04_G03,L8S4_160610_04,437,98.01916288,LS-15329,RSC-027,2699888,70.5,3.95,9.66,0.229,0.21,15.451,9409,7815,6656,5798,4549,2987,1772
531021254,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701400,cell,F2S4_160531_015_F01,F2S4_160531_015,A8S4_160606_03_F03,A8S4_160606_03,5.521676218,L8S4_160610_04_F03,L8S4_160610_04,431,75.4353787,LS-15329,RSC-027,2576758,58.7,3.4,16.8,0.21,0.344,20.546,8674,7077,5901,5213,4339,3137,1826
531021256,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701392,cell,F2S4_160531_015_E01,F2S4_160531_015,A8S4_160606_03_E03,A8S4_160606_03,4.825057307,L8S4_160610_04_E03,L8S4_160610_04,436,74.28684532,LS-15329,RSC-027,2453480,64,3.53,12.5,0.167,0.392,19.411,8189,6585,5485,4823,4044,3078,1869
531021258,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701384,cell,F2S4_160531_015_D01,F2S4_160531_015,A8S4_160606_03_D03,A8S4_160606_03,5.260186246,L8S4_160610_04_D03,L8S4_160610_04,433,73.87500875,LS-15329,RSC-027,2346392,63,4.67,12.8,0.171,0.321,19.038,8311,6801,5715,5011,4158,3034,1803
531021260,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630735,Mouse ALM - L5,530701376,cell,F2S4_160531_015_C01,F2S4_160531_015,A8S4_160606_03_C03,A8S4_160606_03,8.336475645,L8S4_160610_04_C03,L8S4_160610_04,470,80.55229445,LS-15329,RSC-027,2362912,64.8,3.32,10.8,0.0972,0.169,20.8138,9472,7850,6512,5519,4307,2851,1791
531021262,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630732,Mouse ALM - L6,530701368,cell,F2S4_160531_015_B01,F2S4_160531_015,A8S4_160606_03_B03,A8S4_160606_03,8.785272206,L8S4_160610_04_B03,L8S4_160610_04,422,143.3013631,LS-15329,RSC-027,2389645,62.5,3.47,13.8,0.0996,0.184,19.9464,10070,8341,6794,5706,4235,2740,1692
531021264,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630732,Mouse ALM - L6,530701360,cell,F2S4_160531_015_A01,F2S4_160531_015,A8S4_160606_03_A03,A8S4_160606_03,9.33777937,L8S4_160610_04_A03,L8S4_160610_04,448,135.5226861,LS-15329,RSC-027,1918148,71.9,3.01,8.01,0.135,0.164,16.781,9716,8345,6915,5857,4434,2921,1831
531021266,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701352,cell,F2S4_160531_002_H01,F2S4_160531_002,A8S4_160606_03_H02,A8S4_160606_03,12.13925501,L8S4_160610_04_H02,L8S4_160610_04,492,117.8382446,LS-15329,RSC-027,2311413,72.6,3.11,8.93,0.125,0.103,15.132,10675,9188,7724,6391,4617,3071,1800
531021268,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701344,cell,F2S4_160531_002_G01,F2S4_160531_002,A8S4_160606_03_G02,A8S4_160606_03,3.319813754,L8S4_160610_04_G02,L8S4_160610_04,416,93.62264999,LS-15329,RSC-027,2617520,52.2,5.28,19.6,0.2,0.53,22.19,7425,5844,4849,4269,3569,2805,1847
531021270,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701336,cell,F2S4_160531_002_F01,F2S4_160531_002,A8S4_160606_03_F02,A8S4_160606_03,3.634813754,L8S4_160610_04_F02,L8S4_160610_04,385,129.5906097,LS-15329,RSC-027,2773653,66.6,2.88,10.9,0.273,0.553,18.794,7638,6060,5170,4627,3969,3127,1911
531021272,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701328,cell,F2S4_160531_002_E01,F2S4_160531_002,A8S4_160606_03_E02,A8S4_160606_03,9.580787966,L8S4_160610_04_E02,L8S4_160610_04,446,126.5282972,LS-15329,RSC-027,3047431,60.7,3.9,14.9,0.0597,0.174,20.2663,10674,8669,7073,5930,4417,2793,1741
531021274,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701320,cell,F2S4_160531_002_D01,F2S4_160531_002,A8S4_160606_03_D02,A8S4_160606_03,5.591045845,L8S4_160610_04_D02,L8S4_160610_04,416,111.3860279,LS-15329,RSC-027,2513059,63.9,3.45,12.7,0.188,0.386,19.376,8705,7071,5969,5243,4321,3100,1844
531021276,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701312,cell,F2S4_160531_002_C01,F2S4_160531_002,A8S4_160606_03_C02,A8S4_160606_03,4.369512894,L8S4_160610_04_C02,L8S4_160610_04,436,87.66055046,LS-15329,RSC-027,3135092,52.8,5.49,19.1,0.165,0.49,21.955,7762,6133,5112,4525,3807,2907,1804
531021278,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701304,cell,F2S4_160531_002_B01,F2S4_160531_002,A8S4_160606_03_B02,A8S4_160606_03,4.262492837,L8S4_160610_04_B02,L8S4_160610_04,394,128.7794854,LS-15329,RSC-027,3026138,66.5,3.39,10.3,0.281,0.55,18.979,8021,6331,5386,4798,3962,3070,1847
531021280,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701296,cell,F2S4_160531_002_A01,F2S4_160531_002,A8S4_160606_03_A02,A8S4_160606_03,10.80399713,L8S4_160610_04_A02,L8S4_160610_04,430,201.8210007,LS-15329,RSC-027,2356434,73.3,2.69,8.92,0.374,0.147,14.569,10140,8516,7228,6244,4553,3029,1778
531021282,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701288,cell,F2S4_160531_001_H01,F2S4_160531_001,A8S4_160606_03_H01,A8S4_160606_03,4.636160458,L8S4_160610_04_H01,L8S4_160610_04,395,165.6198529,LS-15329,RSC-027,2418362,58.6,3.92,16.3,0.349,0.498,20.333,8429,6860,5692,5057,4230,3131,1846
531021284,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701280,cell,F2S4_160531_001_G01,F2S4_160531_001,A8S4_160606_03_G01,A8S4_160606_03,4.315186246,L8S4_160610_04_G01,L8S4_160610_04,404,124.315312,LS-15329,RSC-027,2623671,53,4.07,20.5,0.227,0.542,21.661,8576,6931,5754,5066,4240,3187,1842
531021286,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701272,cell,F2S4_160531_001_F01,F2S4_160531_001,A8S4_160606_03_F01,A8S4_160606_03,4.568853868,L8S4_160610_04_F01,L8S4_160610_04,424,96.79422403,LS-15329,RSC-027,2903699,56,4.78,17.7,0.285,0.41,20.825,8367,6597,5485,4811,3988,2946,1678
531021288,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701263,cell,F2S4_160531_001_E01,F2S4_160531_001,A8S4_160606_03_E01,A8S4_160606_03,6.631719198,L8S4_160610_04_E01,L8S4_160610_04,418,120.6617559,LS-15329,RSC-027,2876655,62.3,3.5,13.9,0.128,0.296,19.876,9656,7798,6462,5612,4416,2951,1790
531021290,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701255,cell,F2S4_160531_001_D01,F2S4_160531_001,A8S4_160606_03_D01,A8S4_160606_03,8.826489971,L8S4_160610_04_D01,L8S4_160610_04,418,98.08013566,LS-15329,RSC-027,2792571,69.2,3.34,9.83,0.194,0.205,17.231,10019,8241,6973,5998,4582,2994,1794
531021292,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701247,cell,F2S4_160531_001_C01,F2S4_160531_001,A8S4_160606_03_C01,A8S4_160606_03,6.608252149,L8S4_160610_04_C01,L8S4_160610_04,422,116.8546166,LS-15329,RSC-027,2762067,65.8,3.25,11.6,0.199,0.289,18.862,9314,7537,6378,5511,4411,2917,1831
531021294,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701239,cell,F2S4_160531_001_B01,F2S4_160531_001,A8S4_160606_03_B01,A8S4_160606_03,8.358438395,L8S4_160610_04_B01,L8S4_160610_04,396,175.5540584,LS-15329,RSC-027,2663398,69.7,3.12,9.65,0.191,0.214,17.125,9867,8152,6715,5709,4352,2848,1711
531021296,520815390,Mus musculus,P56,Slc32a1-IRES-Cre,Ai14,cre reporter positive,521630720,Mouse ALM - L2/3,530701231,cell,F2S4_160531_001_A01,F2S4_160531_001,A8S4_160606_03_A01,A8S4_160606_03,3.58525788,L8S4_160610_04_A01,L8S4_160610_04,409,142.0001224,LS-15329,RSC-027,2506214,55.8,3.99,17.2,0.513,0.795,21.702,7361,5814,4855,4376,3803,3082,2104
531021298,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702717,cell,F2S4_160601_017_H01,F2S4_160601_017,A8S4_160608_01_H12,A8S4_160608_01,6.494217791,L8S4_160614_01_H12,L8S4_160614_01,449,182.2692506,LS-15330,RSC-027,2870176,75.4,2.61,7.01,0.502,0.122,14.356,9582,7948,6940,6194,4809,3173,1797
531021300,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702709,cell,F2S4_160601_017_G01,F2S4_160601_017,A8S4_160608_01_G12,A8S4_160608_01,5.404417178,L8S4_160614_01_G12,L8S4_160614_01,402,170.549947,LS-15330,RSC-027,2683602,70.3,3.22,7.85,0.404,0.178,18.048,9235,7577,6418,5634,4572,2970,1841
531021302,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702701,cell,F2S4_160601_017_F01,F2S4_160601_017,A8S4_160608_01_F12,A8S4_160608_01,4.652944785,L8S4_160614_01_F12,L8S4_160614_01,425,157.5427562,LS-15330,RSC-027,2864678,66.8,3.58,10.3,0.385,0.16,18.775,9400,7612,6387,5573,4548,3045,1886
531021304,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702693,cell,F2S4_160601_017_E01,F2S4_160601_017,A8S4_160608_01_E12,A8S4_160608_01,7.767377301,L8S4_160614_01_E12,L8S4_160614_01,469,154.8867423,LS-15330,RSC-027,2811439,76.2,2.51,5.73,0.267,0.0891,15.2039,10128,8442,7201,6191,4547,3026,1799
531021306,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702685,cell,F2S4_160601_017_D01,F2S4_160601_017,A8S4_160608_01_D12,A8S4_160608_01,2.941288344,L8S4_160614_01_D12,L8S4_160614_01,424,133.6419632,LS-15330,RSC-027,2836238,66.4,3.68,10.8,0.566,0.295,18.259,7787,6163,5215,4672,3978,3081,1783
531021308,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702677,cell,F2S4_160601_017_C01,F2S4_160601_017,A8S4_160608_01_C12,A8S4_160608_01,8.86154908,L8S4_160614_01_C12,L8S4_160614_01,463,150.635819,LS-15330,RSC-027,2627367,70.5,3.4,7.85,0.137,0.0807,18.0323,10428,8653,7113,5988,4316,2889,1844
531021310,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702669,cell,F2S4_160601_017_B01,F2S4_160601_017,A8S4_160608_01_B12,A8S4_160608_01,2.270935583,L8S4_160614_01_B12,L8S4_160614_01,424,172.0106771,LS-15330,RSC-027,2838334,56.8,4.24,16.1,0.373,0.371,22.116,7766,6066,5042,4519,3867,2989,1930
531021312,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702661,cell,F2S4_160601_017_A01,F2S4_160601_017,A8S4_160608_01_A12,A8S4_160608_01,9.193113497,L8S4_160614_01_A12,L8S4_160614_01,466,158.2861731,LS-15330,RSC-027,2462547,67.5,4.1,8.42,0.118,0.0836,19.7784,10925,9115,7467,6195,4437,2942,1812
531021314,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702653,cell,F2S4_160601_016_H01,F2S4_160601_016,A8S4_160608_01_H11,A8S4_160608_01,6.195460123,L8S4_160614_01_H11,L8S4_160614_01,433,227.3003035,LS-15330,RSC-027,2423892,76.9,2.5,6.18,0.438,0.09,13.892,9653,8082,7024,6159,4651,3072,1780
531021316,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702645,cell,F2S4_160601_016_G01,F2S4_160601_016,A8S4_160608_01_G11,A8S4_160608_01,7.438113497,L8S4_160614_01_G11,L8S4_160614_01,482,138.8788721,LS-15330,RSC-027,2617348,74.3,2.62,7.38,0.246,0.0896,15.3644,10082,8301,6981,5968,4411,2962,1799
531021318,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702637,cell,F2S4_160601_016_F01,F2S4_160601_016,A8S4_160608_01_F11,A8S4_160608_01,11.33139571,L8S4_160614_01_F11,L8S4_160614_01,442,151.0986091,LS-15330,RSC-027,2533847,72.3,3.24,8.17,0.154,0.0665,16.0695,11080,9269,7496,6048,4296,2862,1717
531021320,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702629,cell,F2S4_160601_016_E01,F2S4_160601_016,A8S4_160608_01_E11,A8S4_160608_01,3.764769939,L8S4_160614_01_E11,L8S4_160614_01,436,128.5961415,LS-15330,RSC-027,2770514,72.2,2.96,8.15,0.355,0.147,16.188,8828,7147,6043,5401,4504,3137,1911
531021322,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702621,cell,F2S4_160601_016_D01,F2S4_160601_016,A8S4_160608_01_D11,A8S4_160608_01,3.821180982,L8S4_160614_01_D11,L8S4_160614_01,449,138.9224688,LS-15330,RSC-027,2500896,80.5,2.78,3.99,0.559,0.123,12.048,8344,7008,6186,5588,4669,3079,1843
531021324,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702613,cell,F2S4_160601_016_C01,F2S4_160601_016,A8S4_160608_01_C11,A8S4_160608_01,2.371242331,L8S4_160614_01_C11,L8S4_160614_01,436,116.714872,LS-15330,RSC-027,2677954,65.3,3.42,11.5,0.357,0.278,19.145,7510,5944,4995,4480,3879,3055,2018
531021326,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702605,cell,F2S4_160601_016_B01,F2S4_160601_016,A8S4_160608_01_B11,A8S4_160608_01,5.278757669,L8S4_160614_01_B11,L8S4_160614_01,431,160.4197427,LS-15330,RSC-027,2650927,72.9,2.88,8.29,0.294,0.127,15.509,9405,7713,6562,5826,4697,3079,1898
531021328,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702597,cell,F2S4_160601_016_A01,F2S4_160601_016,A8S4_160608_01_A11,A8S4_160608_01,3.355398773,L8S4_160614_01_A11,L8S4_160614_01,415,193.0007603,LS-15330,RSC-027,2622581,68.6,3.36,8.56,0.18,0.203,19.097,8598,6938,5845,5178,4315,3125,1933
531021330,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702589,cell,F2S4_160601_015_H01,F2S4_160601_015,A8S4_160608_01_H10,A8S4_160608_01,5.071656442,L8S4_160614_01_H10,L8S4_160614_01,403,117.2439674,LS-15330,RSC-027,2532553,72.8,2.7,7.73,0.47,0.175,16.125,8920,7303,6208,5482,4528,3127,1899
531021332,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702581,cell,F2S4_160601_015_G01,F2S4_160601_015,A8S4_160608_01_G10,A8S4_160608_01,8.32297546,L8S4_160614_01_G10,L8S4_160614_01,473,88.23784914,LS-15330,RSC-027,2664683,73.8,2.87,7.32,0.254,0.0782,15.6778,10072,8241,6924,5987,4514,3029,1882
531021334,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702573,cell,F2S4_160601_015_F01,F2S4_160601_015,A8S4_160608_01_F10,A8S4_160608_01,6.618588957,L8S4_160614_01_F10,L8S4_160614_01,434,101.0606957,LS-15330,RSC-027,2681210,76,2.78,6.52,0.31,0.12,14.27,9437,7780,6560,5728,4507,3069,1942
531021336,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702565,cell,F2S4_160601_015_E01,F2S4_160601_015,A8S4_160608_01_E10,A8S4_160608_01,5.976809816,L8S4_160614_01_E10,L8S4_160614_01,439,96.4399908,LS-15330,RSC-027,2667746,69,3.38,9.06,0.212,0.13,18.218,9314,7558,6299,5525,4450,2974,1894
531021338,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702557,cell,F2S4_160601_015_D01,F2S4_160601_015,A8S4_160608_01_D10,A8S4_160608_01,3.619969325,L8S4_160614_01_D10,L8S4_160614_01,470,90.25047469,LS-15330,RSC-027,2661109,69.6,3.52,8.58,0.391,0.21,17.699,8445,6832,5820,5209,4405,3235,1924
531021340,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702549,cell,F2S4_160601_015_C01,F2S4_160601_015,A8S4_160608_01_C10,A8S4_160608_01,3.275383436,L8S4_160614_01_C10,L8S4_160614_01,503,91.54326197,LS-15330,RSC-027,2494928,76.8,2.82,5.83,0.393,0.184,13.973,8176,6817,6040,5507,4711,3334,1961
531021342,520815395,Mus musculus,P57,Slc32a1-IRES-Cre,Ai14,cre reporter positive,522134398,Mouse ALM - L1,530702541,cell,F2S4_160601_015_B01,F2S4_160601_015,A8S4_160608_01_B10,A8S4_160608_01,5.869509202,L8S4_160614_01_B10,L8S4_160614_01,436,127.724652,LS-15330,RSC-027,2375852,60.7,3.26,12.5,0.185,0.122,23.233,9498,7915,6626,5753,4628,3042,1848
