GeneSym	UniprotACC	GeneID
CSF3	P09919	1440
FURIN	P09958	5045
LTA4H	P09960	4048
ALDOC	P09972	230
C4A	P0C0L4	720
C4B	P0C0L5	721
SLFN14	P0C7P3	342618
OR56A5	P0C7T3	390084
MSL3P1	P0C860	151507
PLA2G4B	P0C869	100137049
IGLC6	P0CF74	3542
IGLC1	P0CG04	3537
UBB	P0CG47	7314
UBC	P0CG48	7316
TRAPPC2	P0DI81	6399
SAA1	P0DJI8	6288
SRGAP2C	P0DJJ0	653464
APELA	P0DMC3	100506013
SULT1A3	P0DMM9	6818
HSPA1A	P0DMV8	3303
HSPA1B	P0DMV9	3304
NLRP2B	P0DMW2	286430
CGB3	P0DN86	1082
GLI2	P10070	2736
GLI3	P10071	2737
PYY	P10082	5697
FDX1	P10109	2230
RAP2A	P10114	5911
SRGN	P10124	5552
CXCL8	P10145	3576
CCL3	P10147	6348
MYB	P10242	4602
MYBL2	P10244	4605
GAA	P10253	2548
AR	P10275	367
RARA	P10276	5914
RRAS	P10301	6237
ACR	P10323	49
ARAF	P10398	369
BCL2	P10415	596
SPP1	P10451	6696
TXN	P10599	7295
TGFB3	P10600	7043
CTSA	P10619	5476
MGST1	P10620	4257
CYP2C8	P10632	1558
CYP2D6	P10635	1565
MAPT	P10636	4137
PRKAR1A	P10644	5573
CHGA	P10645	1113
PF4V1	P10720	5197
KIT	P10721	3815
CD28	P10747	940
FGF6	P10767	2251
HSPD1	P10809	3329
THRA	P10827	7067
CLU	P10909	1191
GHR	P10912	2690
IRF1	P10914	3659
MYL2	P10916	4633
HSPA5	P11021	3309
LAMC1	P11047	3915
MYH3	P11055	4621
HSPA8	P11142	3312
LIPC	P11150	3990
EGR2	P11161	1959
SLC2A1	P11166	6513
SLC2A3	P11169	6515
EPB41	P11171	2035
PDHB	P11177	5162
ITGAM	P11215	3684
MBL2	P11226	4153
CHRM1	P11229	1128
CHRNB1	P11230	1140
RALA	P11233	5898
RALB	P11234	5899
LAMP1	P11279	3916
ERG	P11308	2078
PIM1	P11309	5292
ACADM	P11310	34
FGFR1	P11362	2260
TOP1	P11387	7150
TOP2A	P11388	7153
G6PD	P11413	2539
VDR	P11473	7421
FGF3	P11487	2248
GNAT1	P11488	2779
PC	P11498	5091
CYP2A6	P11509	1548
CYP19A1	P11511	1588
DMD	P11532	1756
MTHFD1	P11586	4522
CETP	P11597	1071
CYP2C9	P11712	1559
CDK4	P11802	1019
SRF	P11831	6722
CD79A	P11912	973
ODC1	P11926	4953
PABPC1	P11940	26986
PCNA	P12004	5111
FGF5	P12034	2250
NEFH	P12036	4744
COL11A1	P12107	1301
COL6A1	P12109	1291
SLC25A4	P12235	291
F5	P12259	2153
TPR	P12270	7175
PTHLH	P12272	5744
PIP	P12273	5304
FCGR1A	P12314	2209
ANXA3	P12429	306
GZMA	P12544	3001
BMP2	P12643	650
BMP4	P12644	652
BMP3	P12645	651
RNASE3	P12724	6037
SKI	P12755	6497
SKIL	P12757	6498
ACTN1	P12814	87
ACE	P12821	1636
CDH1	P12830	999
DEFA4	P12838	1669
MYH7	P12883	4625
SRC	P12931	6714
XRCC6	P12956	2547
LYL1	P12980	4066
XRCC5	P13010	7520
IFITM1	P13164	8519
IL7	P13232	3574
CCL4	P13236	6351
MYF5	P13349	4617
TDGF1	P13385	6997
LAMP2	P13473	3920
BMP1	P13497	649
CYBA	P13498	1535
CCL2	P13500	6347
CCL5	P13501	6352
SCG2	P13521	7857
MYH6	P13533	4624
CFTR	P13569	1080
VCAN	P13611	1462
ITGA4	P13612	3676
RARG	P13631	5916
ATP1A3	P13637	478
EEF2	P13639	1938
MT1G	P13640	4495
KRT10	P13645	3858
CEACAM1	P13688	634
TPT1	P13693	7178
OSM	P13725	5008
F3	P13726	2152
HLA-E	P13747	3133
LCP1	P13796	3936
PRKAR2A	P13861	5576
COL11A2	P13942	1302
ADRB3	P13945	155
GTF2F2	P13984	2963
CD59	P13987	966
HSD3B1	P14060	3283
EDN3	P14138	1908
MIF	P14174	4282
FOLR2	P14207	2350
HGF	P14210	3082
PRF1	P14222	5551
IRF2	P14316	3660
HCLS1	P14317	3059
TRIM27	P14373	5987
ATP1B2	P14415	482
DRD2	P14416	1813
PLA2G2A	P14555	5320
NCF1	P14598	653361
HSP90B1	P14625	7184
CCNB1	P14635	891
SLC2A4	P14672	6517
SNRPB	P14678	6628
IDE	P14735	3416
MMP9	P14780	4318
IL2RB	P14784	3560
DAO	P14920	1610
ETS1	P14921	2113
JUP	P14923	3728
UQCRB	P14927	7381
LIF	P15018	3976
BRAF	P15056	673
AKR1B1	P15121	231
ANPEP	P15144	290
PVR	P15151	5817
RAC2	P15153	5880
GSPT1	P15170	2935
MYOD1	P15172	4654
MYOG	P15173	4656
PGAM2	P15259	5224
B4GALT1	P15291	2683
ACPP	P15309	55
EZR	P15311	7430
ATP6V1B1	P15313	525
FOLR1	P15328	2348
ATF2	P15336	1386
KCNE1	P15382	3753
CD19	P15391	930
FOSL1	P15407	8061
HPGD	P15428	3248
VAV1	P15498	7409
ELN	P15502	2006
AREG	P15514	374
CD46	P15529	4179
NME1	P15531	4830
CYP11B1	P15538	1584
VEGFA	P15692	7422
PHKG2	P15735	5261
CD1D	P15813	912
IGLL1	P15814	3543
ARSB	P15848	411
RPS2	P15880	6187
CHN1	P15882	1123
TCF4	P15884	6925
ST6GAL1	P15907	6480
RAG1	P15918	5896
TCF3	P15923	6929
DSP	P15924	1832
RPA2	P15927	6118
MUC1	P15941	4582
GATA1	P15976	2623
TIMP2	P16035	7077
ALOX15	P16050	246
NPR1	P16066	4881
CD44	P16070	960
H2AFX	P16104	3014
SELP	P16109	6403
ACAN	P16112	176
ITGB4	P16144	3691
CBR1	P16152	873
ANK1	P16157	286
CREB1	P16220	1385
PDGFRA	P16234	5156
GLB1	P16278	2720
PECAM1	P16284	5175
PPP3CB	P16298	5532
NCK1	P16333	4690
GCFC2	P16383	6936
KCNA2	P16389	3737
HIST1H1B	P16401	3009
CTLA4	P16410	1493
EPCAM	P16422	4072
DPEP1	P16444	1800
PRLR	P16471	5618
TSHR	P16473	7253
PDE6A	P16499	5145
SELE	P16581	6401
FER	P16591	2241
ATP2A2	P16615	488
CCL3L1	P16619	6349
CD36	P16671	948
NPPB	P16860	4879
CPE	P16870	1363
PLCG2	P16885	5336
STMN1	P16949	3925
YBX3	P16989	8531
ZNF16	P17020	7564
RHOQ	P17081	23433
HMGA1	P17096	3159
GOT1	P17174	2805
IFNAR1	P17181	3454
BPI	P17213	671
PRKCA	P17252	5578
JUNB	P17275	3726
ITGA2	P17301	3673
GJA1	P17302	2697
NPR3	P17342	4883
SMPD1	P17405	6609
UBTF	P17480	7343
AKR1C4	P17516	1109
JUND	P17535	3727
TAL1	P17542	6886
PRKACA	P17612	5566
CAPN2	P17655	824
DES	P17661	1674
CEBPB	P17676	1051
HLA-G	P17693	3135
PTPN2	P17706	5771
CHRNB2	P17787	1141
CTPS1	P17812	1503
ENG	P17813	2022
DDX5	P17844	1655
PFKL	P17858	5211
XBP1	P17861	7494
CR1	P17927	1378
LGALS3	P17931	3958
IGFBP3	P17936	3486
SPI1	P17947	6688
FLT1	P17948	2321
PSMC3	P17980	5702
TCP1	P17987	6950
PTPN1	P18031	5770
ALOX12	P18054	239
ERCC2	P18074	2068
BMP7	P18075	655
RPL35A	P18077	6165
ITGB5	P18084	3693
ARF4	P18085	378
ADRA2B	P18089	151
RPL7	P18124	6129
EGR1	P18146	1958
VCL	P18206	7414
SRD5A1	P18405	6715
LBP	P18428	3929
GABRB1	P18505	2560
ADCYAP1	P18509	116
SON	P18583	6651
RPL17	P18621	6139
PGAM1	P18669	5223
RCC1	P18754	1104
ADRA2C	P18825	152
SDC1	P18827	6382
ATF3	P18847	467
ATF4	P18848	468
ATF6	P18850	22926
LIG1	P18858	3978
KRT4	P19013	3851
CDH2	P19022	1000
GNAT2	P19087	2780
CYP11B2	P19099	1585
PLCG1	P19174	5335
CD58	P19256	965
VCAM1	P19320	7412
HK1	P19367	3098
POLR2C	P19387	5432
POLR2E	P19388	5434
TNNI3	P19429	7137
TNFRSF1A	P19438	7132
GGT1	P19440	2678
ERCC3	P19447	2071
TRIM21	P19474	6737
TFEB	P19484	7942
EIF2AK2	P19525	5610
WT1	P19544	7490
SLC9A1	P19634	6548
CSNK2A2	P19784	1459
RXRA	P19793	6256
AOC1	P19801	26
CEL	P19835	1056
NFKB1	P19838	4790
CXCL2	P19875	2920
CXCL3	P19876	2921
NCF2	P19878	4688
TYMP	P19971	1890
ATP2B1	P20020	490
HLA-DPA1	P20036	3113
CD33	P20138	945
AZU1	P20160	566
TBP	P20226	6908
CCNA2	P20248	890
POU3F3	P20264	5455
POU3F2	P20265	5454
ALOX5AP	P20292	241
CHRM3	P20309	1131
TNFRSF1B	P20333	7133
RAB3A	P20336	5864
RAB5A	P20339	5868
RAB6A	P20340	5870
NR1D1	P20393	9572
TRH	P20396	7200
MSH3	P20585	4437
MX1	P20591	4599
MX2	P20592	4600
NPR2	P20594	4882
PSMB1	P20618	5689
ITGAL	P20701	3683
ITGAX	P20702	3687
HOXA5	P20719	3202
BCL3	P20749	602
NTF3	P20783	4908
MAK	P20794	4117
EDN2	P20800	1907
CAPN3	P20807	825
IL11	P20809	3589
CYP2B6	P20813	1555
CYP3A5	P20815	1577
HNF1A	P20823	6927
EFNA1	P20827	1942
C4BPB	P20851	725
COL5A1	P20908	1289
MAG	P20916	4099
FLG	P20930	2312
RASA1	P20936	5921
CD247	P20963	919
CDK11B	P21127	984
MAL	P21145	4118
GSTM3	P21266	2947
ATP6V1B2	P21281	526
ATP6V1C1	P21283	528
NF1	P21359	4763
ABCB4	P21439	5244
S1PR1	P21453	1901
FPR1	P21462	2357
AGXT	P21549	189
SYT1	P21579	6857
TNFAIP3	P21580	7128
KITLG	P21583	4254
NT5E	P21589	4907
TAF1	P21675	6872
EPHA1	P21709	2041
DRD1	P21728	1812
C5AR1	P21730	728
MDK	P21741	4192
ZP3	P21754	7784
FGF7	P21781	2252
VDAC1	P21796	7416
FGFR2	P21802	2263
BGN	P21810	633
RYR1	P21817	6261
ERBB3	P21860	2065
DRD4	P21917	1815
CD9	P21926	928
TGM2	P21980	7052
BMP5	P22003	653
BMP6	P22004	654
FBL	P22087	2091
RPS4Y1	P22090	6192
CDH3	P22223	1001
IL10	P22301	3586
ACHE	P22303	43
SCP2	P22307	6342
UGT1A1	P22309	54658
CCL1	P22362	6346
NME2	P22392	4831
ENPP1	P22413	5167
USF1	P22415	7391
FGFR4	P22455	2264
KCNA5	P22460	3741
GAL	P22466	51083
SPRR2E	P22531	6704
ALAS2	P22557	212
FGFR3	P22607	2261
PRKACG	P22612	5568
HNRNPA2B1	P22626	3181
CCNO	P22674	10309
CYP7A1	P22680	1581
CBL	P22681	867
IGFBP4	P22692	3487
PRKACB	P22694	5567
SLC2A5	P22732	6518
TGM1	P22735	7051
NR4A1	P22736	3164
GNLY	P22749	10578
LHCGR	P22888	3973
MMP8	P22894	4317
XPA	P23025	7507
IGHV1-2	P23083	28474
CES1	P23141	1066
FBLN1	P23142	2192
PTGS1	P23219	5742
SFPQ	P23246	6421
PPIB	P23284	5479
HRC	P23327	3270
WARS	P23381	7453
RPS3	P23396	6188
MYF6	P23409	4618
GLRA1	P23415	2741
GLRA2	P23416	2742
RPS6KB1	P23443	6198
JAK1	P23458	3716
PTPRD	P23468	5789
PTPRZ1	P23471	5803
SP100	P23497	6672
MCC	P23508	4163
TNFSF4	P23510	7292
CFL1	P23528	1072
BDNF	P23560	627
NPPC	P23582	4880
EIF4B	P23588	1975
ATP2B4	P23634	493
DGKA	P23743	1606
PAX3	P23760	5077
GATA2	P23769	2624
GATA3	P23771	2625
DTYMK	P23919	1841
FSHR	P23945	2492
CMA1	P23946	1215
PRTN3	P24158	5657
CCND1	P24385	595
CHM	P24386	1121
CRHBP	P24387	1393
NR2F2	P24468	7026
GADD45A	P24522	1647
EDNRB	P24530	1910
ATP5F1	P24539	515
IGFBP6	P24592	3489
IGFBP5	P24593	3488
PRKCH	P24723	5583
ACAT1	P24752	38
CCNE1	P24864	898
POLR2A	P24928	5430
CDK2	P24941	1017
CXCR1	P25024	3577
CXCR2	P25025	3579
APC	P25054	324
CD24	P25063	100133941
FPR3	P25089	2359
FPR2	P25090	2358
GRK2	P25098	156
ADRA1D	P25100	146
EDNRA	P25101	1909
TACR1	P25103	6869
F2R	P25116	2149
RPS12	P25398	6206
FAS	P25445	355
YY1	P25490	7528
DNAJB1	P25685	3337
DNAJB2	P25686	3300
ATP5A1	P25705	498
MT3	P25713	4504
CTSS	P25774	1520
PSMA1	P25786	5682
PSMA2	P25787	5683
PSMA3	P25788	5684
PSMA4	P25789	5685
UCP1	P25874	7350
NPY1R	P25929	4886
CD40	P25942	958
NFKBIA	P25963	4792
ITGA3	P26006	3675
ITGB7	P26010	3695
ITGB8	P26012	3696
PTX3	P26022	5806
MSN	P26038	4478
DDX6	P26196	1656
CTNNA2	P26232	1496
DNMT1	P26358	1786
PAX6	P26367	5080
U2AF2	P26368	11338
RPL13	P26373	6137
CNTF	P26441	1270
HMGB2	P26583	3148
PTBP1	P26599	5725
ZFP36	P26651	7538
PLN	P26678	5350
KLRK1	P26718	22914
CD27	P26842	939
ACVR2A	P27037	92
AK4	P27144	205
PON1	P27169	5444
MAPK3	P27361	5595
ATP6V0C	P27449	527
DPP4	P27487	1803
GDF1	P27539	2657
ARNT	P27540	405
CERS1	P27544	10715
RPL10	P27635	6134
RPA1	P27694	6117
APEX1	P27695	328
CAD	P27708	790
CALR	P27797	811
MAP4	P27816	4134
CANX	P27824	821
CFP	P27918	5199
PIK3R1	P27986	5295
PSMB8	P28062	5696
PSMB9	P28065	5698
PSMA5	P28066	5686
HLA-DMB	P28068	3109
POU1F1	P28069	5449
PSMB4	P28070	5692
PSMB6	P28072	5694
PSMB5	P28074	5693
GSTM2	P28161	2946
HTR1B	P28222	3351
HTR2A	P28223	3356
ABCD3	P28288	5825
PEX2	P28328	5828
ACADL	P28330	33
NDUFS1	P28331	4719
HTR2C	P28335	3358
POLD1	P28340	5424
TEAD1	P28347	7003
MSX1	P28360	4487
SMARCA1	P28370	6594
GABRB3	P28472	2562
MAPK1	P28482	5594
DUSP1	P28562	1843
ERCC5	P28715	2073
PTPRM	P28827	5797
CD34	P28906	947
CD38	P28907	952
TNFRSF8	P28908	943
PCSK6	P29122	5046
IMPA1	P29218	3612
ADORA2A	P29274	135
ADORA2B	P29275	136
CTGF	P29279	1490
EPHA2	P29317	1969
EPHA3	P29320	2042
EPHA8	P29322	2046
EPHB2	P29323	2048
PTPN6	P29350	5777
SHC1	P29353	6464
KDM5A	P29375	5927
LTK	P29376	4058
IL12A	P29459	3592
IL12B	P29460	3593
CASP1	P29466	834
NOS3	P29474	4846
NOS1	P29475	4842
SERPINB3	P29508	6317
PML	P29590	5371
TYK2	P29597	7297
OAS2	P29728	4939
CD40LG	P29965	959
AQP1	P29972	358
GNA11	P29992	2767
PBLD	P30039	64081
ERP29	P30040	10961
PRDX5	P30044	25824
PRDX3	P30048	10935
ATP5D	P30049	513
RPL12	P30050	6136
PDIA3	P30101	2923
PPP2R1A	P30153	5518
CD6	P30203	923
CDC27	P30260	996
FCER1G	P30273	2207
CCND2	P30279	894
MIP	P30301	4284
CDC25A	P30304	993
CDC25B	P30305	994
CDC25C	P30307	995
PPIF	P30405	10105
BDKRB2	P30411	624
HLA-F	P30511	3134
AVPR2	P30518	554
HMOX2	P30519	3163
AXL	P30530	558
CHRNA5	P30532	1138
LRPAP1	P30533	4043
ADORA1	P30542	134
AGTR1	P30556	185
OXTR	P30559	5021
ADSL	P30566	158
SRI	P30626	6717
GNA15	P30679	2769
GCH1	P30793	2643
SSTR2	P30874	6752
POLR2B	P30876	5431
CHRNB4	P30926	1143
CALCR	P30988	799
SDHA	P31040	6389
CORO1A	P31146	11151
GDI1	P31150	2664
S100A7	P31151	6278
SRD5A2	P31213	6716
HOXD3	P31249	3232
HOXA7	P31268	3204
HOXA11	P31270	3207
PRKAR1B	P31321	5575
PRKAR2B	P31323	5577
CPS1	P31327	1373
FGF9	P31371	2254
SSTR4	P31391	6754
CASQ1	P31415	844
SDC4	P31431	6385
SLC6A4	P31645	6532
DNAJA1	P31689	3301
AKT1	P31749	207
AKT2	P31751	208
UQCRC1	P31930	7384
APOBEC3A	P31941	200315
HNRNPH1	P31943	3187
YWHAB	P31946	7529
SFN	P31947	2810
L1CAM	P32004	3897
PRDX2	P32119	7001
ARRB2	P32121	409
CCKAR	P32238	886
CCKBR	P32239	887
VIPR1	P32241	7433
OTX2	P32243	5015
CCR1	P32246	1230
CCR7	P32248	1236
GPR183	P32249	1880
CHRNA3	P32297	1136
CDA	P32320	978
PYCR1	P32322	5831
SLC8A1	P32418	6546
GBP1	P32455	2633
GTF2H1	P32780	2965
STX2	P32856	2054
IFNA8	P32881	3445
CTH	P32929	1491
RPL9	P32969	6133
CIITA	P33076	4261
ACSL1	P33121	2180
CDH5	P33151	1003
KIF5B	P33176	3799
CSTF2	P33240	1478
CYP2C19	P33261	1557
ABCC1	P33527	4363
CD80	P33681	941
ABCD1	P33897	215
TTK	P33981	7272
NTF4	P34130	4909
SDC2	P34741	6383
BMP8B	P34820	656
SHMT1	P34896	6470
SHMT2	P34897	6472
EPHX2	P34913	2053
RYK	P34925	6259
GRK5	P34947	2869
CRHR1	P34998	1394
PRSS3	P35030	5646
GPC1	P35052	2817
BTC	P35070	685
PFN2	P35080	5217
USP6	P35125	9098
CTNNB1	P35222	1499
IL13	P35225	3596
BMI1	P35226	648
NOS2	P35228	4843
PHB	P35232	5245
NF2	P35240	4771
RDX	P35241	5962
RPA3	P35244	6119
SFTPD	P35247	6441
RFC4	P35249	5984
RFC2	P35250	5982
RFC1	P35251	5981
RPL22	P35268	6146
GTF2F1	P35269	2962
ADM	P35318	133
SPRR1A	P35321	6698
ADRA1A	P35348	148
PTGS2	P35354	5743
HRH1	P35367	3269
ADRA1B	P35368	147
OPRM1	P35372	4988
RORA	P35398	6095
PTGER4	P35408	5734
THBS4	P35443	7060
DRD3	P35462	1814
SCN1A	P35498	6323
CBS	P35520	875
KRT9	P35527	3857
MSX2	P35548	4488
FBN1	P35555	2200
FBN2	P35556	2201
GCK	P35557	2645
PCK1	P35558	5105
IRS1	P35568	3667
G6PC	P35575	2538
MYH9	P35579	4627
ACTN2	P35609	88
SOAT1	P35610	6646
ADD1	P35611	118
ADD2	P35612	119
BSG	P35613	682
TIMP3	P35625	7078
DDIT3	P35638	1649
NUP214	P35658	8021
DEK	P35659	7913
ATP7B	P35670	540
HNF1B	P35680	6928
SOX5	P35711	6660
SOX6	P35712	55553
SOX18	P35713	54345
SOX11	P35716	6664
MYH11	P35749	4629
PPM1A	P35813	5494
AHR	P35869	196
KRT2	P35908	3849
PDE6B	P35913	5158
FLT4	P35916	2324
KDR	P35968	3791
PSMC2	P35998	5701
CHI3L1	P36222	1116
GJA5	P36382	2702
GJC1	P36383	10052
ARL2	P36404	402
ARL3	P36405	403
MAP2K2	P36507	5605
ATP6V1E1	P36543	529
CHRNA7	P36544	1139
RPL4	P36578	6124
NUDT1	P36639	4521
LONP1	P36776	9361
PGM1	P36871	5236
PPP1CC	P36873	5501
FLT3	P36888	2322
BMPR1A	P36894	657
ACVR1B	P36896	91
TGFBR1	P36897	7046
LTBR	P36941	4055
POLR2I	P36954	5438
SREBF1	P36956	6720
ACVRL1	P37023	94
TGFBR2	P37173	7048
NUP62	P37198	23636
PPARG	P37231	5468
FDFT1	P37268	2222
ZEB1	P37275	6935
AVPR1A	P37288	552
SNCA	P37840	6622
RBMX	P38159	27316
BRCA1	P38398	672
GNAL	P38405	2774
ATP6V1A	P38606	523
EIF4A3	P38919	9775
IGHMBP2	P38935	3508
CDKN1A	P38936	1026
RPS19	P39019	6223
RPL3	P39023	6122
COL18A1	P39060	80781
GRIK1	P39086	2897
MPV17	P39210	4358
DDOST	P39656	1650
FEN1	P39748	2237
PLA2G5	P39877	5322
MMP12	P39900	4321
GDNF	P39905	2668
CAP2	P40123	10486
ADCY8	P40145	114
IL6ST	P40189	3572
CEACAM6	P40199	4680
MYCNOS	P40205	10408
THPO	P40225	7066
CCT6A	P40227	908
IFI27	P40305	3429
PSMB10	P40306	5699
VHL	P40337	7428
ADH7	P40394	131
RPL13A	P40429	23521
ARL1	P40616	400
STAT3	P40763	6774
USP8	P40818	9101
PEX19	P40855	5824
SLC26A3	P40879	1811
MDH1	P40925	4190
MDH2	P40926	4191
IL15	P40933	3600
RFC5	P40937	5985
RFC3	P40938	5983
CCNF	P41002	899
ID1	P41134	3397
OPRD1	P41143	4985
OPRK1	P41145	4986
OPRL1	P41146	4987
LEP	P41159	3952
CASR	P41180	846
AQP2	P41181	359
BCL6	P41182	604
CETN2	P41208	1069
MNDA	P41218	4332
RGS2	P41220	5997
WNT5A	P41221	7474
SOX3	P41225	6658
NAA10	P41227	8260
HNF4A	P41235	3172
APOBEC1	P41238	339
CSK	P41240	1445
NBL1	P41271	4681
TNFSF9	P41273	8744
GRM5	P41594	2915
HTR2B	P41595	3357
CCR2	P41597	729230
PRKCI	P41743	5584
CD86	P42081	942
STAT1	P42224	6772
STAT6	P42226	6778
STAT5A	P42229	6776
AKR1C3	P42330	8644
PIK3CA	P42336	5290
PIK3CB	P42338	5291
MTOR	P42345	2475
PI4KA	P42356	5297
EPS15	P42566	2060
CASP3	P42574	836
CASP2	P42575	835
RPS27	P42677	6232
MATK	P42679	4145
TEC	P42680	7006
TXK	P42681	7294
ABL2	P42684	27
FRK	P42685	2444
IL12RB1	P42701	3594
LIFR	P42702	3977
ACAA2	P42765	10449
RPL35	P42766	11224
WAS	P42768	7454
CDKN2B	P42772	1030
CDKN2C	P42773	1031
CXCL5	P42830	6374
HTT	P42858	3064
ECE1	P42892	1889
MTHFR	P42898	4524
SLC1A3	P43003	6507
SLC1A2	P43004	6506
SLC1A1	P43005	6505
SLC1A4	P43007	6509
GDF5	P43026	8200
PAFAH1B1	P43034	5048
PTGER3	P43115	5733
PTGIR	P43119	5739
DCC	P43146	1630
CTSK	P43235	1513
MSH2	P43246	4436
RAD52	P43351	5893
ALDH3B1	P43353	221
MAGEA2	P43356	4101
ZAP70	P43403	7535
SYK	P43405	6850
RANBP1	P43487	5902
TNFRSF4	P43489	7293
NAMPT	P43490	10135
CHRNA4	P43681	1137
PSMC4	P43686	5704
GATA4	P43694	2626
NKX2-1	P43699	7080
TNNT2	P45379	7139
ABCG1	P45844	9619
MAPK8	P45983	5599
MAPK9	P45984	5601
MAP2K4	P45985	6416
ATRX	P46100	546
CRK	P46108	1398
CRKL	P46109	1399
BAG6	P46379	7917
NSF	P46459	4905
CDKN1B	P46527	1027
NOTCH1	P46531	4851
MAP2K3	P46734	5606
BRCC3	P46736	79184
RPL27A	P46776	6157
RPL5	P46777	6125
RPL21	P46778	6144
RPL28	P46779	6158
RPS9	P46781	6203
RPS5	P46782	6193
RPS10	P46783	6204
NEDD4	P46934	4734
YAP1	P46937	10413
IQGAP1	P46940	8826
HAAO	P46952	23498
GALR1	P47211	2587
PLA2G4A	P47712	5321
RAP1GAP	P47736	5909
CAPZB	P47756	832
GABRA2	P47869	2555
GCGR	P47871	2642
ALDH1A3	P47895	220
QARS	P47897	5859
P2RY1	P47900	5028
AVPR1B	P47901	553
CDX1	P47902	1044
RPL29	P47914	6159
ZFP36L2	P47974	678
XDH	P47989	7498
XCL1	P47992	6375
FASLG	P48023	356
LIMS1	P48059	3987
CXCL12	P48061	6387
ME1	P48163	4199
GLRB	P48167	2743
LEPR	P48357	3953
RFX3	P48380	5991
PIP4K2A	P48426	5305
SOX2	P48431	6657
SOX9	P48436	6662
GCLC	P48506	2729
KCNJ5	P48544	3762
KCNJ3	P48549	3760
IFNAR2	P48551	3455
NRIP1	P48552	8204
TRAPPC10	P48553	7109
PSMD8	P48556	5714
CCT5	P48643	22948
SLC1A6	P48664	6511
NES	P48681	10763
CSNK1A1	P48729	1452
CSNK1D	P48730	1453
IDH2	P48735	3418
PIK3CG	P48736	5294
LHX1	P48742	3975
NOV	P48745	4856
TRPC1	P48995	7220
POLD2	P49005	5425
PXN	P49023	5829
MAPKAPK2	P49137	9261
ALDH9A1	P49189	223
RPL34	P49207	6164
LMAN1	P49257	3998
SLC11A1	P49279	6556
SLC11A2	P49281	4891
NASP	P49321	4678
FASN	P49327	2194
FNTA	P49354	2339
ARRB1	P49407	408
CDC34	P49427	997
CENPA	P49450	1058
CENPF	P49454	1063
UBE2A	P49459	7319
SARS	P49591	6301
PPM1F	P49593	9647
HOXA1	P49639	3198
CASP4	P49662	837
CSNK1E	P49674	1454
CTCF	P49711	10664
CEBPA	P49715	1050
PSMB3	P49720	5691
PSMB2	P49721	5690
MCM2	P49736	4171
COMP	P49747	1311
ACADVL	P49748	37
VPS41	P49754	27072
TMED10	P49755	10972
NUMB	P49757	8650
CLK2	P49760	1196
PGF	P49763	5228
VEGFB	P49765	7423
VEGFC	P49767	7424
PSEN1	P49768	5663
EIF2B2	P49770	8892
NUP153	P49790	9972
RANBP2	P49792	5903
PSEN2	P49810	5664
TSC2	P49815	7249
GSK3A	P49840	2931
GSK3B	P49841	2932
TAF6	P49848	6878
SULT1E1	P49888	6783
CAMP	P49913	820
MTHFS	P49914	10588
LIG3	P49916	3980
LIG4	P49917	3981
CDKN1C	P49918	1028
MRE11	P49959	4361
AGTR2	P50052	186
HNMT	P50135	3176
GNAQ	P50148	2776
MNX1	P50219	3110
MEOX1	P50221	4222
MEOX2	P50222	4223
SULT1A1	P50225	6817
SULT1A2	P50226	6799
CRIP1	P50238	1396
MMP14	P50281	4323
NPY4R	P50391	5540
EMD	P50402	2010
CPT1A	P50416	1374
GATM	P50440	2628
SLC26A2	P50443	1836
SERPINB9	P50453	5272
CSRP3	P50461	8048
PEX5	P50542	5830
ASCL1	P50553	429
DNM2	P50570	1785
CDK7	P50613	1022
TOB1	P50616	10140
HLCS	P50747	3141
RASSF2	P50749	9770
CDK9	P50750	1025
PPT1	P50897	5538
RPL14	P50914	9045
CCT8	P50990	10694
CCT4	P50991	10575
ATP1A2	P50993	477
PAPOLA	P51003	10914
RAB7A	P51149	7879
RAB9A	P51151	9367
RAB13	P51153	5872
RAB27A	P51159	5873
SCNN1G	P51170	6340
DAP	P51397	1611
BLK	P51451	640
DUSP3	P51452	1845
MMP15	P51511	4324
DNA2	P51530	1763
SMARCA2	P51531	6595
SMARCA4	P51532	6597
BCAP31	P51572	10134
BRCA2	P51587	675
CYP2J2	P51589	1573
MECP2	P51608	4204
HCFC1	P51610	3054
IRAK1	P51617	3654
CAV2	P51636	858
ALDH3A2	P51648	224
ALDH5A1	P51649	7915
GPC3	P51654	2719
HSD17B4	P51659	3295
PSMD7	P51665	5713
UBE2D1	P51668	7321
CCL11	P51671	6356
GPM6A	P51674	2823
CCR5	P51681	1234
CCR6	P51684	1235
STAT5B	P51692	6777
APLP1	P51693	333
KCNQ1	P51787	3784
CLCN6	P51797	1185
VAMP7	P51809	6845
GPR143	P51810	4935
RPS6KA3	P51812	6197
BMX	P51813	660
PRKX	P51817	5613
ADCY7	P51828	113
GUCY2F	P51841	2986
NR0B1	P51843	190
AKR1D1	P51857	6718
CASP5	P51878	838
LUM	P51884	4060
CCNH	P51946	902
MNAT1	P51948	4331
NEK2	P51955	4751
NEK4	P51957	6787
UBE2E1	P51965	7324
MYOM1	P52179	8736
KPNA2	P52292	3838
KPNA1	P52294	3836
NCBP2	P52298	22916
JAK3	P52333	3718
POLR2H	P52434	5437
POLR2J	P52435	5439
MAP2K6	P52564	5608
ARHGDIA	P52565	396
ARHGDIB	P52566	397
HNRNPF	P52597	3185
