GeneSym	UniprotACC	GeneID
STAT2	P52630	6773
GTF2A2	P52657	2958
MSH6	P52701	2956
KIF11	P52732	3832
VAV2	P52735	7410
ZNF143	P52747	7702
RBM5	P52756	10181
HK2	P52789	3099
HK3	P52790	3101
EFNB2	P52799	1948
EFNA5	P52803	1946
STC1	P52823	6781
DGKQ	P52824	1609
AKR1C2	P52895	1646
HMGA2	P52926	8091
PDX1	P52945	3651
NUP98	P52948	4928
PPP5C	P53041	5536
PLK1	P53350	5347
DAPK1	P53355	1612
ARFIP2	P53365	23647
ACLY	P53396	47
CEBPG	P53567	1054
METAP1	P53582	23173
MVD	P53602	4597
RABGGTB	P53611	5876
COPA	P53621	1314
CTSC	P53634	1075
LIMK1	P53667	3984
CLTCL1	P53675	8218
AP2S1	P53680	1175
ITGA8	P53708	8516
MAPK12	P53778	6300
MAPK10	P53779	5602
PTTG1IP	P53801	754
POLR2K	P53803	5440
PLA2G16	P53816	11145
SLC16A1	P53985	6566
IST1	P53990	9798
BLM	P54132	641
ATXN3	P54252	4287
HAP1	P54257	9001
TERF1	P54274	7013
CACNB3	P54284	784
CACNA2D1	P54289	781
MYOM2	P54296	9172
PRKAG1	P54619	5571
PRKAA2	P54646	5563
HSPA2	P54652	3306
BCAT1	P54687	586
ATP1B3	P54709	483
FXYD2	P54710	486
RAD23A	P54725	5886
RAD23B	P54727	5887
EPHB3	P54753	2049
EPHA5	P54756	2044
EPHB4	P54760	2050
EPHB1	P54762	2047
EPHA4	P54764	2043
GAS1	P54826	2619
EMP2	P54851	2013
ALDH18A1	P54886	5832
NAPA	P54920	8775
AIF1	P55008	199
PSMD4	P55036	5710
GEM	P55040	2669
NR1H2	P55055	7376
APOC4	P55056	346
TMBIM6	P55061	7009
AQP5	P55064	362
VCP	P55072	7415
FGF8	P55075	2253
MFAP4	P55083	4239
F2RL1	P55085	2150
AQP4	P55087	361
INHBC	P55103	3626
GDF10	P55107	2662
MTTP	P55157	4547
NCKAP1L	P55160	3071
AFDN	P55196	4301
ELL	P55199	8178
CASP7	P55210	840
CASP9	P55211	842
CASP6	P55212	839
ADAR	P55265	103
CDKN2D	P55273	1032
CDH13	P55290	1012
FOXA1	P55317	3169
PRMT2	P55345	3275
SEC13	P55735	6396
SNU13	P55769	4809
CCL23	P55773	6368
CCL18	P55774	6362
NPEPPS	P55786	9520
UCP2	P55851	7351
UCP3	P55916	7352
BID	P55957	637
DLX1	P56177	1745
DLX5	P56178	1749
MARS	P56192	4141
ITGA1	P56199	3672
ARPP19	P56211	10776
POLE2	P56282	5427
HDAC4	P56524	9759
EIF6	P56537	3692
CAV3	P56539	859
CTBP2	P56545	1488
WNT3	P56703	7473
WNT3A	P56704	89780
WNT4	P56705	54361
WNT7B	P56706	7477
RP1	P56715	6101
BACE1	P56817	23621
BCAR1	P56945	9564
STX17	P56962	55014
H2BFS	P57053	54145
SIK1	P57059	150094
SOX8	P57073	30812
TMEM33	P57088	55161
SLC8A3	P57103	6547
SYNJ2BP	P57105	55333
RAB38	P57729	23682
RAB25	P57735	57111
NUP107	P57740	57122
GSDMD	P57764	79792
FBXW4	P57775	6468
SESN2	P58004	83667
FOXL2	P58012	668
EPPK1	P58107	83481
INHBE	P58166	83729
LOXL3	P58215	84695
ADAMTS12	P58397	81792
CLRN1	P58418	7401
MTPN	P58546	136319
SLC26A5	P58743	375611
TIRAP	P58753	114609
NLRP12	P59046	91662
DEFA1	P59665	1667
DEFA3	P59666	1668
GNG2	P59768	54331
ARPC4	P59998	10093
ANAPC15	P60006	25906
HILS1	P60008	373861
DEFB1	P60022	1672
CD81	P60033	975
TPI1	P60174	7167
EIF3E	P60228	3646
NANOS2	P60321	339345
NANOS3	P60323	342977
SEC61B	P60468	10952
PTEN	P60484	5728
GABARAPL2	P60520	11345
IL2	P60568	3558
ROMO1	P60602	140823
UBE2G2	P60604	7327
ACTB	P60709	60
RAC3	P60763	5881
RPS20	P60866	6224
SNAP25	P60880	6616
PRPS1	P60891	5631
SEM1	P60896	7979
PSMA6	P60900	5687
S100A10	P60903	6281
CDC42	P60953	998
RAB8A	P61006	4218
RAB10	P61026	10890
CXCR4	P61073	7852
UBE2D3	P61077	7323
UBE2M	P61081	9040
UBE2K	P61086	3093
UBE2N	P61088	7334
RAB14	P61106	51552
ACTR3	P61158	10096
ACTR2	P61160	10097
COPS2	P61201	9318
POLR2F	P61218	5435
ABCE1	P61221	6059
RAP1B	P61224	5908
RAP2B	P61225	5912
RPS3A	P61247	6189
RPL26	P61254	6154
STX1B	P61266	112755
SST	P61278	6750
PSME3	P61289	10197
HAND2	P61296	9464
RPL15	P61313	6138
MAGOH	P61326	4116
FGF12	P61328	2257
RPL27	P61353	6155
ISL1	P61371	3670
ATP6V0D1	P61421	9114
RPL37A	P61513	6168
RHOA	P61586	387
SEC61A1	P61619	29927
LYZ	P61626	4069
ST8SIA6	P61647	338596
STXBP1	P61764	6812
B2M	P61769	567
TGFB2	P61812	7042
NPC2	P61916	10577
RPL37	P61927	6167
UFM1	P61960	51569
WDR5	P61964	11091
HNRNPK	P61978	3190
YWHAG	P61981	7532
RPS7	P62081	6201
PPP1CA	P62136	5499
PPP1CB	P62140	5500
PSMC1	P62191	5700
PSMC5	P62195	5705
RPS8	P62241	6202
RPS15A	P62244	6210
RPS16	P62249	6217
UBE2G1	P62253	7326
YWHAE	P62258	7531
RPS14	P62263	6208
RPS23	P62266	6228
RPS18	P62269	6222
RPS29	P62273	6235
RPS13	P62277	6207
RPS11	P62280	6205
SNRPE	P62304	6635
SNRPF	P62306	6636
SNRPG	P62308	6637
SNRPD1	P62314	6632
SNRPD2	P62316	6633
SNRPD3	P62318	6634
BTG1	P62324	694
TMSB4X	P62328	7114
ARF6	P62330	382
PSMC6	P62333	5706
SELENOT	P62341	51714
RPL7A	P62424	6130
POLR2G	P62487	5436
RAB11A	P62491	8766
CNBP	P62633	7555
RPS4X	P62701	6191
ACTA2	P62736	59
RHOB	P62745	388
RPL23A	P62750	6147
RPS6	P62753	6194
HIST1H4A	P62805	8359
HIST1H2BC	P62807	8347
RAB1A	P62820	5861
RAN	P62826	5901
RPL23	P62829	9349
RAP1A	P62834	5906
UBE2D2	P62837	7322
RPS15	P62841	6209
RPS24	P62847	6229
RPS25	P62851	6230
RPS26	P62854	6231
RPS28	P62857	6234
GNB1	P62873	2782
POLR2L	P62875	5441
RBX1	P62877	9978
RPL30	P62888	6156
RPL39	P62891	6170
RPL31	P62899	6160
RPL10A	P62906	4736
RPL32	P62910	6161
RPL11	P62913	6135
RPL8	P62917	6132
PPIA	P62937	5478
FKBP1A	P62942	2280
RPL41	P62945	6171
CACNG7	P62955	59284
RPS27A	P62979	6233
UBA52	P62987	7311
GRB2	P62993	2885
TRA2B	P62995	6434
RAC1	P63000	5879
AP2B1	P63010	163
VAMP2	P63027	6844
GNAI1	P63096	2770
PPP3R1	P63098	5534
YWHAZ	P63104	7534
UBE2B	P63146	7320
PPP2R2A	P63151	5520
SUMO1	P63165	7341
DYNLL1	P63167	8655
DYNLT1	P63172	6993
RPL38	P63173	6169
SKP1	P63208	6500
RPS21	P63220	6227
EIF5A	P63241	1984
RACK1	P63244	10399
KCNJ2	P63252	3759
ACTG1	P63261	71
SUPT4H1	P63272	6827
UBE2I	P63279	7329
TNNC1	P63316	7134
PPP2CA	P67775	5515
YBX1	P67809	4904
CSNK2B	P67870	1460
TPM4	P67936	7171
ACTC1	P68032	70
UBE2L3	P68036	7332
EEF1A1	P68104	1915
FKBP1B	P68106	2281
ACTA1	P68133	58
TUBB4B	P68371	10383
CSNK2A1	P68400	1457
HIST1H3A	P68431	8350
HBB	P68871	3043
HBA1	P69905	3039
CXADR	P78310	1525
NOP14	P78316	8602
RNF4	P78317	6047
IGBP1	P78318	3476
ADAM8	P78325	101
CYP4F2	P78329	8529
EIF4G2	P78344	1982
ASIC1	P78348	41
DLG4	P78352	1742
PIP4K2B	P78356	8396
CNTNAP1	P78357	8506
SRPK2	P78362	6733
CSNK1G2	P78368	1455
CCT2	P78371	10576
KRT83	P78385	3889
PRAME	P78395	23532
RAE1	P78406	8480
GSTO1	P78417	9446
CX3CL1	P78423	6376
NKX6-1	P78426	4825
JAG1	P78504	182
RELN	P78509	5649
PRKDC	P78527	5591
ADAM17	P78536	6868
BLOC1S1	P78537	2647
BTG2	P78543	7832
ELF3	P78545	1999
CCL20	P78556	6364
ADARB1	P78563	104
HLA-DRB3	P79483	3125
CCL8	P80075	6355
CCL7	P80098	6354
GPLD1	P80108	2822
CXCL6	P80162	6372
LCN2	P80188	3934
MT1X	P80297	4501
S100A12	P80511	6283
BASP1	P80723	10409
IGLV3-21	P80748	28796
HAMP	P81172	57817
GPSM2	P81274	29899
SLC7A9	P82251	11136
MRPS11	P82912	64963
MRPS9	P82933	64965
HMGN5	P82970	79366
COG7	P83436	91949
RPL24	P83731	6152
RPL36A	P83881	6173
SMAD3	P84022	4088
ARF1	P84077	375
RHOG	P84095	391
RPL19	P84098	6143
SRSF3	P84103	6428
H3F3A	P84243	3020
SKOR1	P84550	390598
TNFAIP6	P98066	7130
DAB2	P98082	1601
VLDLR	P98155	7436
HSPG2	P98160	3339
PKD1	P98161	5310
LRP2	P98164	4036
XIAP	P98170	331
FGD1	P98174	2245
FOXO4	P98177	4303
ATP2C1	P98194	27032
CYCS	P99999	54205
TFAM	Q00059	7019
MAT1A	Q00266	4143
GTF2B	Q00403	2959
CDK3	Q00526	1018
CDK6	Q00534	1021
CDK5	Q00535	1020
CDK16	Q00536	5127
FANCC	Q00597	2176
NDP	Q00604	4693
CLTC	Q00610	1213
HSF1	Q00613	3297
NFKB2	Q00653	4791
SORD	Q00796	6652
HNRNPU	Q00839	3192
MYBPC1	Q00872	4604
MDM2	Q00987	4193
PLIN5	Q00G26	440503
PDE1B	Q01064	5153
U2AF1	Q01081	7307
SPTBN1	Q01082	6711
E2F1	Q01094	1869
INSM1	Q01101	3642
SET	Q01105	6418
SRSF2	Q01130	6427
RUNX1	Q01196	861
RELB	Q01201	5971
ANK2	Q01484	287
CAP1	Q01518	10487
IFITM3	Q01628	10410
IFITM2	Q01629	10581
TFAP4	Q01664	7023
CACNA1D	Q01668	776
MC1R	Q01726	4157
EXOSC10	Q01780	5394
ATP2B2	Q01814	491
XPC	Q01831	7508
POU4F1	Q01851	5457
POU5F1	Q01860	5460
COL4A3	Q01955	1285
SLC6A3	Q01959	6531
OCRL	Q01968	4952
ROR2	Q01974	4920
MEF2A	Q02078	4205
RHAG	Q02094	6005
GUCY1B3	Q02153	2983
PRKCE	Q02156	5581
CENPE	Q02224	1062
KIF23	Q02241	9493
ALDH6A1	Q02252	4329
NRG1	Q02297	3084
ID2	Q02363	3398
COL7A1	Q02388	1294
DSG1	Q02413	1828
SP3	Q02447	6670
DSC2	Q02487	1824
RPL18A	Q02543	6142
IRF8	Q02556	3394
GHRHR	Q02643	2692
MAP2K1	Q02750	5604
TEK	Q02763	7010
MAP3K10	Q02779	4294
PLOD1	Q02809	5351
RPL6	Q02878	6128
TOP2B	Q02880	7155
CYP4A11	Q02928	1579
PAX2	Q02962	5076
DST	Q03001	667
HHEX	Q03014	3087
GNA12	Q03113	2768
CAV1	Q03135	857
KMT2A	Q03164	4297
TGFBR3	Q03167	7049
PPARD	Q03181	5467
CENPC	Q03188	1060
PLAUR	Q03405	5329
MVK	Q03426	4598
PTH1R	Q03431	5745
ERCC6	Q03468	2074
TAP1	Q03518	6890
TAP2	Q03519	6891
RELA	Q04206	5970
UBXN1	Q04323	51035
EIF4G1	Q04637	1981
ATP7A	Q04656	538
KRT17	Q04695	3872
NOTCH2	Q04721	4853
TLE1	Q04724	7088
TLE2	Q04725	7089
PRKCQ	Q04759	5588
ACVR1	Q04771	90
AKR1C1	Q04828	1645
CHRNE	Q04844	1145
REL	Q04864	5966
CD164	Q04900	8763
MST1R	Q04912	4486
YWHAH	Q04917	7533
UBE3A	Q05086	7337
DNM1	Q05193	1759
CLC	Q05315	1178
PTK2	Q05397	5747
PRKCZ	Q05513	5590
ZBTB16	Q05516	7704
SRSF11	Q05519	9295
GRIN1	Q05586	2902
PRKCD	Q05655	5580
RNASEL	Q05823	6041
CHRNB3	Q05901	1142
FPGS	Q05932	2356
SLC18A2	Q05940	6571
TNP2	Q05952	7142
PTPN11	Q06124	5781
REG3A	Q06141	5068
BTK	Q06187	695
GFPT1	Q06210	2673
EXOSC9	Q06265	5393
PSME1	Q06323	5720
RBPJ	Q06330	3516
MEF2C	Q06413	4208
TYRO3	Q06418	7301
SLC34A1	Q06495	6569
SULT2A1	Q06520	6822
GABPA	Q06546	2551
RAD51	Q06609	5888
PAX8	Q06710	7849
FMR1	Q06787	2332
PRDX1	Q06830	5052
EGR3	Q06889	1960
SOX4	Q06945	6659
CHRND	Q07001	1144
TNFRSF9	Q07011	3604
RPL18	Q07020	6141
C1QBP	Q07021	708
ENPEP	Q07075	2028
COL16A1	Q07092	1307
CXCL9	Q07325	4283
PDE4B	Q07343	5142
ZFP36L1	Q07352	677
KHDRBS1	Q07666	10657
SCN1B	Q07699	6324
BAX	Q07812	581
BCL2L1	Q07817	598
MCL1	Q07820	4170
POLE	Q07864	5426
PPARA	Q07869	5465
SOS1	Q07889	6654
TNK2	Q07912	10188
LRP1	Q07954	4035
SRSF1	Q07955	6426
ARHGAP1	Q07960	392
CYP24A1	Q07973	1591
ACTN3	Q08043	89
FOXM1	Q08050	2305
RGS1	Q08116	5996
AES	Q08117	166
SRSF4	Q08170	6429
TGM3	Q08188	7053
PPP3CA	Q08209	5530
DHX9	Q08211	1660
CACNB2	Q08289	783
DDR1	Q08345	780
GOLGA2	Q08379	2801
ADCY2	Q08462	108
DMTN	Q08495	2039
PDE4D	Q08499	5144
SPOCK1	Q08629	6695
CD47	Q08722	961
PPID	Q08752	5481
ADCY1	Q08828	107
ITK	Q08881	3702
SPIRE1	Q08AE8	56907
ACSM1	Q08AH1	116285
DMPK	Q09013	1760
RBBP4	Q09028	5928
NCBP1	Q09161	4686
KCNA1	Q09470	3736
EP300	Q09472	2033
RIPPLY1	Q0D2K3	92129
FCHO2	Q0JRZ9	115548
LAMTOR4	Q0VGL1	389541
GALNT2	Q10471	2590
CPSF1	Q10570	29894
BST1	Q10588	683
BST2	Q10589	684
ST3GAL1	Q11201	6482
ST3GAL4	Q11206	6484
NUP160	Q12769	23279
SREBF2	Q12772	6721
ARHGEF5	Q12774	7984
FOXO1	Q12778	2308
GTF3C1	Q12789	2975
KCNMA1	Q12791	3778
HYAL1	Q12794	3373
ASPH	Q12797	444
AKAP13	Q12802	11214
EFEMP1	Q12805	2202
KCNH2	Q12809	3757
SMARCB1	Q12824	6598
BPTF	Q12830	2186
CDC20	Q12834	991
ZP4	Q12836	57829
POU4F2	Q12837	5458
KIF5A	Q12840	3798
STX4	Q12846	6810
MAP4K2	Q12851	5871
MAP3K12	Q12852	7786
CDH17	Q12864	1015
MERTK	Q12866	10461
CHD3	Q12873	1107
SF3A3	Q12874	10946
DPYD	Q12882	1806
FAP	Q12884	2191
COX10	Q12887	1352
TP53BP1	Q12888	7158
HYAL2	Q12891	8692
TRIM26	Q12899	7726
AIMP1	Q12904	9255
ILF3	Q12906	3609
PTPRJ	Q12913	5795
EPS8	Q12929	2059
TRAF2	Q12933	7186
FOXF1	Q12946	2294
FOXC1	Q12948	2296
FOXL1	Q12952	2300
ANK3	Q12955	288
DLG1	Q12959	1739
TAF10	Q12962	6881
MYO1E	Q12965	4643
NFATC3	Q12968	4775
BNIP1	Q12981	662
BNIP3	Q12983	664
CSTF3	Q12996	1479
GRIK2	Q13002	2898
TIAM1	Q13009	7074
MLLT11	Q13015	10962
AKAP6	Q13023	9472
CDC16	Q13042	8881
STK4	Q13043	6789
TRIM32	Q13049	22954
TRDN	Q13061	10345
NAIP	Q13075	4671
ACACA	Q13085	31
PLA2G7	Q13093	7941
LCP2	Q13094	3937
GPS1	Q13098	2873
ZBTB17	Q13105	7709
USP4	Q13107	7375
TRAF3	Q13114	7187
DUSP4	Q13115	1846
KLF10	Q13118	7071
REST	Q13127	5978
RLF	Q13129	6018
PRKAA1	Q13131	5562
NR1H3	Q13133	10062
PPFIA1	Q13136	8500
EIF2B5	Q13144	8893
BAMBI	Q13145	25805
TARDBP	Q13148	23435
HNRNPA0	Q13151	10949
PAK1	Q13153	5058
RPA4	Q13156	29935
FADD	Q13158	8772
MAP2K5	Q13163	5607
MAPK7	Q13164	5598
PAK2	Q13177	5062
STK3	Q13188	6788
STX5	Q13190	6811
CBLB	Q13191	868
PSMD2	Q13200	5708
TBX2	Q13207	6909
ERCC8	Q13216	1161
DNAJC3	Q13217	5611
GRIN2B	Q13224	2904
GPS2	Q13227	2874
MAP3K1	Q13233	4214
SLA	Q13239	6503
SRSF9	Q13242	8683
SRSF5	Q13243	6430
SRSF6	Q13247	6431
NOG	Q13253	9241
GRM1	Q13255	2911
MAD2L1	Q13257	4085
TRIM28	Q13263	10155
DHRS2	Q13268	10202
SEMA3F	Q13275	6405
STX3	Q13277	6809
NR5A1	Q13285	2516
CLN3	Q13286	1201
SLAMF1	Q13291	6504
KCNAB2	Q13303	8514
PTK7	Q13308	5754
SKP2	Q13309	6502
ATM	Q13315	472
GRB10	Q13322	2887
SGCG	Q13326	6445
MTA1	Q13330	9112
PTPRS	Q13332	5802
CTBP1	Q13363	1487
PDE3B	Q13370	5140
MAPK8IP2	Q13387	23542
PLD1	Q13393	5337
MYO7A	Q13402	4647
UBE2V1	Q13404	7335
DYNC1I2	Q13409	1781
ILK	Q13418	3611
IKZF1	Q13422	10320
NNT	Q13423	23530
SNTA1	Q13424	6640
XRCC4	Q13426	7518
UNC119	Q13432	9094
OS9	Q13438	10956
ADAM9	Q13443	8754
ADAM15	Q13444	8751
TUSC3	Q13454	7991
MYO9B	Q13459	4650
FOXE3	Q13461	2301
ROCK1	Q13464	6093
FZD5	Q13467	7855
NFATC2	Q13469	4773
TNK1	Q13470	8711
TOP3A	Q13472	7156
MADCAM1	Q13477	8174
GAB1	Q13480	2549
SMAD4	Q13485	4089
TCIRG1	Q13488	10312
BIRC3	Q13489	330
BIRC2	Q13490	329
GPM6B	Q13491	2824
PICALM	Q13492	8301
MTM1	Q13496	4534
SQSTM1	Q13501	8878
TRPC3	Q13507	7222
PIN1	Q13526	5300
ATR	Q13535	545
EIF4EBP2	Q13542	1979
RIPK1	Q13546	8737
HDAC1	Q13547	3065
CAMK2B	Q13554	816
CAMK2G	Q13555	818
CAMK2D	Q13557	817
DCTN2	Q13561	10540
NEUROD1	Q13562	4760
PKD2	Q13563	5311
NAE1	Q13564	8883
IRF5	Q13568	3663
TDG	Q13569	6996
SNW1	Q13573	22938
DGKZ	Q13574	8525
STIM1	Q13586	6786
GRAP	Q13588	10750
SEMA5A	Q13591	9037
SNX1	Q13596	6642
MTMR2	Q13614	8898
MTMR3	Q13615	8897
CUL1	Q13616	8454
CUL2	Q13617	8453
CUL3	Q13618	8452
CUL4A	Q13619	8451
CUL4B	Q13620	8450
TP53BP2	Q13625	7159
DYRK1A	Q13627	1859
PTCH1	Q13635	5727
RAB31	Q13636	11031
RAB32	Q13637	10981
FHL1	Q13642	2273
ITGA7	Q13683	3679
ALKBH1	Q13686	8846
CACNA1S	Q13698	779
ACVR2B	Q13705	93
ATP1A4	Q13733	480
ALCAM	Q13740	214
LAMB3	Q13751	3914
LAMC2	Q13753	3918
RUNX3	Q13761	864
THOC5	Q13769	8563
PMAIP1	Q13794	5366
SHROOM2	Q13796	357
ENPP2	Q13822	5168
TNFAIP1	Q13829	7126
PKP1	Q13835	5317
DDX39B	Q13838	7919
EXOSC2	Q13868	23404
BMPR2	Q13873	659
PTK6	Q13882	5753
GTF2H2	Q13888	2966
GTF2H3	Q13889	2967
RAPGEF1	Q13905	2889
CACNA1C	Q13936	775
RUNX2	Q13950	860
RASGRF1	Q13972	5923
PRKG1	Q13976	5592
CDK13	Q14004	8621
CKAP5	Q14008	9793
CIRBP	Q14011	1153
CAMK1	Q14012	8536
CNGB1	Q14028	1258
BAAT	Q14032	570
COX17	Q14061	10063
HNRNPD	Q14103	3184
LRP8	Q14114	7804
IL18	Q14116	3606
DPYS	Q14117	1807
DAG1	Q14118	1605
DSG2	Q14126	1829
KEAP1	Q14145	9817
MORC3	Q14149	23515
EIF3A	Q14152	8661
ARHGEF7	Q14155	8874
SPIDR	Q14159	23514
SCRIB	Q14160	23513
SCARF1	Q14162	8578
IKBKE	Q14164	9641
DOC2A	Q14183	8448
DOC2B	Q14184	8447
DOCK1	Q14185	1793
TFDP1	Q14186	7027
TFDP2	Q14188	7029
WRN	Q14191	7486
FHL2	Q14192	2274
DPYSL3	Q14195	1809
DCTN1	Q14203	1639
DYNC1H1	Q14204	1778
EIF2B1	Q14232	1967
EIF4A2	Q14240	1974
CTTN	Q14247	2017
FLOT2	Q14254	2319
TRIM25	Q14258	7706
PTK2B	Q14289	2185
MYBPC2	Q14324	4606
FZD2	Q14332	2535
GNA13	Q14344	10672
GAMT	Q14353	2593
GAS6	Q14393	2621
GCKR	Q14397	2646
PDE3A	Q14432	5139
GALNT3	Q14435	2591
GRB7	Q14451	2886
BECN1	Q14457	8678
HES1	Q14469	3280
SLBP	Q14493	7884
NFE2L1	Q14494	4779
KCNJ12	Q14500	3768
FAT1	Q14517	2195
SCN5A	Q14524	6331
HIC1	Q14526	3090
SEMA3A	Q14563	10371
DMC1	Q14565	11144
ITPR2	Q14571	3709
ITPR3	Q14573	3710
ZNF268	Q14587	10795
NBR1	Q14596	4077
IHH	Q14623	3549
ITPR1	Q14643	3708
IRF3	Q14653	3661
KCNJ11	Q14654	3767
TRIP12	Q14669	9320
PUM1	Q14671	9698
ESPL1	Q14674	9700
KANK1	Q14678	23189
MELK	Q14680	9833
SMC1A	Q14683	8243
NCOA6	Q14686	23054
LPIN1	Q14693	23175
USP10	Q14694	9100
RFTN1	Q14699	23180
MBTPS1	Q14703	8720
KCNB1	Q14721	3745
KCNAB1	Q14722	7881
MVP	Q14764	9961
CASP8	Q14790	841
KIF22	Q14807	3835
GRM7	Q14831	2917
GRM4	Q14833	2914
ARID5B	Q14865	84159
CRYM	Q14894	1428
MYBPC3	Q14896	4607
GPNMB	Q14956	10457
KPNB1	Q14974	3837
NOLC1	Q14978	9221
NUMA1	Q14980	4926
NR1D2	Q14995	9975
PSME4	Q14997	23198
CUL7	Q14999	9820
PCLAF	Q15004	9768
PSMD6	Q15008	9861
HERPUD1	Q15011	9709
MORF4L2	Q15014	9643
ABRAXAS2	Q15018	23172
SART3	Q15020	9733
TNIP1	Q15025	10318
SNX17	Q15036	9784
ARL6IP1	Q15041	23204
RAB3GAP1	Q15042	22930
KARS	Q15046	3735
MLC1	Q15049	23209
ARHGEF6	Q15052	9459
POLD3	Q15054	10714
EIF4H	Q15056	7458
KIF14	Q15058	9928
ACOX1	Q15067	51
OXA1L	Q15070	5018
EEA1	Q15075	8411
CDK5R1	Q15078	8851
NCF4	Q15080	4689
PDIA6	Q15084	10130
AGER	Q15109	177
PDK2	Q15119	5164
PDK3	Q15120	5165
EBP	Q15125	10682
PMVK	Q15126	10654
PRKD1	Q15139	5587
PCM1	Q15154	5108
PTGES3	Q15185	10728
STK38	Q15208	11329
NECTIN1	Q15223	5818
NONO	Q15233	4841
PTPRR	Q15256	5801
PTPA	Q15257	5524
PTPRK	Q15262	5796
RAB35	Q15286	11021
RNPS1	Q15287	10921
ERBB4	Q15303	2066
IRF4	Q15306	3662
RALBP1	Q15311	10928
ZMYND11	Q15326	10771
ANKRD1	Q15327	27063
LLGL1	Q15334	3996
RPS6KA2	Q15349	6196
TTF1	Q15361	7270
TMED2	Q15363	10959
PCBP2	Q15366	5094
ELOC	Q15369	6921
ELOB	Q15370	6923
EPHA7	Q15375	2045
TOMM20	Q15388	9804
ANGPT1	Q15389	284
DHCR24	Q15392	1718
SF3B3	Q15393	23450
TLR1	Q15399	7096
NR6A1	Q15406	2649
RYR3	Q15413	6263
RPS6KA1	Q15418	6195
SEC23A	Q15436	10484
SHH	Q15465	6469
NR0B2	Q15466	8431
STIL	Q15468	6491
SIX1	Q15475	6495
FCN2	Q15485	2220
CDSN	Q15517	1041
SURF1	Q15526	6834
TAF5	Q15542	6877
TAF13	Q15543	6884
TAF11	Q15544	6882
TAF7	Q15545	6879
TERF2	Q15554	7014
TEAD4	Q15561	7004
TEAD2	Q15562	8463
TAF1C	Q15572	9013
TAF1A	Q15573	9015
NCOA2	Q15596	10499
TRADD	Q15628	8717
TARBP2	Q15633	6895
TRIP13	Q15645	9319
MED1	Q15648	5469
TWIST1	Q15672	7291
MAPRE1	Q15691	22919
ALX1	Q15699	8092
DLG2	Q15700	1740
ELAVL1	Q15717	1994
LTB4R	Q15722	1241
MYLK	Q15746	4638
TAB1	Q15750	10454
MAPK11	Q15759	5600
NPY5R	Q15761	4889
CD226	Q15762	10666
NEUROD2	Q15784	4761
NCOA1	Q15788	8648
SMAD2	Q15796	4087
SMAD1	Q15797	4086
ITSN1	Q15811	6453
UBE2V2	Q15819	7336
CHRNA2	Q15822	1135
CHRNA6	Q15825	8973
STK11	Q15831	6794
VAMP3	Q15836	9341
NEDD8	Q15843	4738
ADIRF	Q15847	10974
ADIPOQ	Q15848	9370
USF2	Q15853	7392
SCN9A	Q15858	6335
ATP6AP1	Q15904	537
RAB11B	Q15907	9230
EZH2	Q15910	2146
ZFHX3	Q15911	463
ZIC1	Q15915	7545
ZYX	Q15942	7791
SEPT7	Q16181	989
NFE2L2	Q16236	4780
E2F4	Q16254	1874
NTRK3	Q16288	4916
EXT1	Q16394	2131
PSMD5	Q16401	5711
PKN1	Q16512	5585
PKN2	Q16513	5586
TAF12	Q16514	6883
ASIC2	Q16515	40
RPE65	Q16518	6121
BATF	Q16520	10538
CRY1	Q16526	1407
DDB1	Q16531	1642
MAPK14	Q16539	1432
CDC37	Q16543	11140
IL17A	Q16552	3605
DPYSL2	Q16555	1808
CAMK4	Q16566	814
CARTPT	Q16568	9607
RBBP7	Q16576	5931
C3AR1	Q16581	719
MAP3K11	Q16584	4296
TAF9	Q16594	6880
FXN	Q16595	2395
CALCRL	Q16602	10203
ECM1	Q16610	1893
BAK1	Q16611	578
CTF1	Q16619	1489
NTRK2	Q16620	4915
NFE2	Q16621	4778
STX1A	Q16623	6804
CCL14	Q16627	6358
SRSF7	Q16629	6432
TAZ	Q16635	6901
MAPKAPK3	Q16644	7867
PTGIS	Q16647	5740
PDK4	Q16654	5166
FSCN1	Q16658	6624
MAPK6	Q16659	5597
CCL15	Q16663	6359
HIF1A	Q16665	3091
IFI16	Q16666	3428
FOXD1	Q16676	2297
CYP1B1	Q16678	1545
DUSP5	Q16690	1847
HIST3H3	Q16695	8290
KYNU	Q16719	8942
ATP2B3	Q16720	492
UGCG	Q16739	7357
DGKD	Q16760	8527
UBE2S	Q16763	27338
HIST2H2BE	Q16778	8349
LAMA3	Q16787	3909
ME3	Q16798	10873
PHKG1	Q16816	5260
PTPRO	Q16827	5800
DUSP6	Q16828	1848
DDR2	Q16832	4921
ST3GAL2	Q16842	6483
PTPRN	Q16849	5798
CYP51A1	Q16850	1595
ATP6V1F	Q16864	9296
CDO1	Q16878	1036
TXNRD1	Q16881	7296
GEN1	Q17RS7	348654
CPEB4	Q17RY0	80315
MICB	Q29980	4277
MICA	Q29983	100507436
AAK1	Q2M2I8	22848
TRIM71	Q2Q1W2	131405
KLHL40	Q2TBA0	131377
KIF4B	Q2VIQ3	285643
SKOR2	Q2VWA4	652991
HFE	Q30201	3077
MYLK3	Q32MK0	91807
P3H1	Q32P28	64175
PLPPR5	Q32ZL2	163404
PROX2	Q3B8N5	283571
TKFC	Q3LXA3	26007
TBC1D25	Q3MII6	4943
